best_book_id,book_id_new,title,small_image_url,original_publication_year,average_rating,authors,medium_image_url,large_image_url
7011403,5901.0,"Dragon Haven (Rain Wild Chronicles, #2)",https://images.gr-assets.com/books/1263769185s/7011403.jpg,2010.0,4.06,Robin Hobb,https://images.gr-assets.com/books/1263769185m/7011403.jpg,https://images.gr-assets.com/books/1263769185l/7011403.jpg
9850375,5902.0,"Right Ho, Jeeves (Jeeves, #6)",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1934.0,4.31,P.G. Wodehouse,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3359940,5903.0,"If You're Reading This, It's Too Late (Secret, #2)",https://images.gr-assets.com/books/1344268358s/3359940.jpg,2008.0,4.23,"Pseudonymous Bosch, Gilbert Ford",https://images.gr-assets.com/books/1344268358m/3359940.jpg,https://images.gr-assets.com/books/1344268358l/3359940.jpg
296942,5904.0,"Moonrise (Warriors: The New Prophecy, #2)",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2005.0,4.31,Erin Hunter,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1316382,5905.0,The Wednesday Letters,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2007.0,3.61,Jason F. Wright,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6371117,5906.0,"Betrayals (Strange Angels, #2)",https://images.gr-assets.com/books/1331244872s/6371117.jpg,2009.0,4.08,"Lili St. Crow, Lilith Saintcrow",https://images.gr-assets.com/books/1331244872m/6371117.jpg,https://images.gr-assets.com/books/1331244872l/6371117.jpg
13134,5907.0,You've Been Warned,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2007.0,3.52,"James Patterson, Howard Roughan",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
444347,5908.0,"Chasing Vermeer (Chasing Vermeer, #1)",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2004.0,3.71,"Blue Balliett, Brett Helquist",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
53834,5909.0,The Jesus I Never Knew,https://images.gr-assets.com/books/1328995519s/53834.jpg,1995.0,4.18,Philip Yancey,https://images.gr-assets.com/books/1328995519m/53834.jpg,https://images.gr-assets.com/books/1328995519l/53834.jpg
80630,5910.0,Turning Angel,https://images.gr-assets.com/books/1327877096s/80630.jpg,2005.0,4.11,Greg Iles,https://images.gr-assets.com/books/1327877096m/80630.jpg,https://images.gr-assets.com/books/1327877096l/80630.jpg
7743783,5911.0,"The Unidentified Redhead (Redhead, #1)",https://images.gr-assets.com/books/1355688970s/7743783.jpg,2010.0,4.04,Alice Clayton,https://images.gr-assets.com/books/1355688970m/7743783.jpg,https://images.gr-assets.com/books/1355688970l/7743783.jpg
20413,5912.0,A Child's Garden of Verses,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1885.0,4.3,"Robert Louis Stevenson, Tasha Tudor",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9914,5913.0,The Informers,https://images.gr-assets.com/books/1374684746s/9914.jpg,1994.0,3.39,Bret Easton Ellis,https://images.gr-assets.com/books/1374684746m/9914.jpg,https://images.gr-assets.com/books/1374684746l/9914.jpg
22054340,5914.0,"The Queen (The Selection, #0.4)",https://images.gr-assets.com/books/1399581012s/22054340.jpg,2014.0,3.93,Kiera Cass,https://images.gr-assets.com/books/1399581012m/22054340.jpg,https://images.gr-assets.com/books/1399581012l/22054340.jpg
7202829,5915.0,"The Devil Colony (Sigma Force, #7)",https://images.gr-assets.com/books/1264522557s/7202829.jpg,2010.0,4.17,James Rollins,https://images.gr-assets.com/books/1264522557m/7202829.jpg,https://images.gr-assets.com/books/1264522557l/7202829.jpg
7469664,5916.0,"The Walking Dead, Vol. 12: Life Among Them",https://images.gr-assets.com/books/1279748761s/7469664.jpg,2010.0,4.34,"Robert Kirkman, Charlie Adlard",https://images.gr-assets.com/books/1279748761m/7469664.jpg,https://images.gr-assets.com/books/1279748761l/7469664.jpg
20587777,5917.0,"Some Luck (Last Hundred Years: A Family Saga, #1)",https://images.gr-assets.com/books/1413128987s/20587777.jpg,2014.0,3.61,Jane Smiley,https://images.gr-assets.com/books/1413128987m/20587777.jpg,https://images.gr-assets.com/books/1413128987l/20587777.jpg
72657,5918.0,Pedagogy of the Oppressed,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1968.0,4.25,"Paulo Freire, Myra Bergman Ramos, Donaldo Macedo, Richard Shaull",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
17262540,5919.0,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars, #4)",https://images.gr-assets.com/books/1411696453s/17262540.jpg,2013.0,3.94,Ian Doescher,https://images.gr-assets.com/books/1411696453m/17262540.jpg,https://images.gr-assets.com/books/1411696453l/17262540.jpg
26085,5920.0,Identity Crisis,https://images.gr-assets.com/books/1327948044s/26085.jpg,2004.0,4.03,"Brad Meltzer, Rags Morales, Michael Bair, Joss Whedon",https://images.gr-assets.com/books/1327948044m/26085.jpg,https://images.gr-assets.com/books/1327948044l/26085.jpg
10866624,5921.0,"Unspoken (The Lynburn Legacy, #1)",https://images.gr-assets.com/books/1333397426s/10866624.jpg,2012.0,3.85,Sarah Rees Brennan,https://images.gr-assets.com/books/1333397426m/10866624.jpg,https://images.gr-assets.com/books/1333397426l/10866624.jpg
112520,5922.0,"Rama II (Rama, #2)",https://images.gr-assets.com/books/1375814981s/112520.jpg,1989.0,3.66,"Arthur C. Clarke, Gentry Lee",https://images.gr-assets.com/books/1375814981m/112520.jpg,https://images.gr-assets.com/books/1375814981l/112520.jpg
28859,5923.0,The Gospel According to Jesus Christ,https://images.gr-assets.com/books/1328196306s/28859.jpg,1991.0,4.26,José Saramago,https://images.gr-assets.com/books/1328196306m/28859.jpg,https://images.gr-assets.com/books/1328196306l/28859.jpg
13477819,5924.0,"Who Could That Be at This Hour? (All the Wrong Questions, #1)",https://images.gr-assets.com/books/1333060600s/13477819.jpg,2012.0,3.83,"Lemony Snicket, Seth",https://images.gr-assets.com/books/1333060600m/13477819.jpg,https://images.gr-assets.com/books/1333060600l/13477819.jpg
11765920,5925.0,"The Calling (Darkness Rising, #2)",https://images.gr-assets.com/books/1478986621s/11765920.jpg,2012.0,4.1,Kelley Armstrong,https://images.gr-assets.com/books/1478986621m/11765920.jpg,https://images.gr-assets.com/books/1478986621l/11765920.jpg
10450750,5926.0,Avatar: The Last Airbender: The Lost Adventures,https://images.gr-assets.com/books/1297596036s/10450750.jpg,2011.0,4.41,"Bryan Konietzko, Michael Dante DiMartino, Aaron Ehasz, Alison Wilgus, Amy Kim Ganter, Brian Ralph, Corey Lewis, Dave Roman, Elsa Garagarza, Ethan Spaulding, Frank Pittarese, Gurihiru, J. Torres, Joaquim Dos Santos, Johane Matte, John O'Bryan, Joshua Hamilton, Justin Ridge, Kaite Mattila, May Chan, Rawles Marie Lumumba, Reagan Lodge, Tim Hedrick, Tom McWeeney",https://images.gr-assets.com/books/1297596036m/10450750.jpg,https://images.gr-assets.com/books/1297596036l/10450750.jpg
18819296,5927.0,Hidden,https://images.gr-assets.com/books/1384805680s/18819296.jpg,2013.0,3.44,Catherine McKenzie,https://images.gr-assets.com/books/1384805680m/18819296.jpg,https://images.gr-assets.com/books/1384805680l/18819296.jpg
7911,5928.0,Five Little Peppers and How They Grew,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1881.0,4.03,Margaret Sidney,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3697927,5929.0,"Princess of the Midnight Ball (The Princesses of Westfalin Trilogy, #1)",https://images.gr-assets.com/books/1312063284s/3697927.jpg,2009.0,3.92,Jessica Day George,https://images.gr-assets.com/books/1312063284m/3697927.jpg,https://images.gr-assets.com/books/1312063284l/3697927.jpg
8239301,5930.0,الطنطورية,https://images.gr-assets.com/books/1314481218s/8239301.jpg,2010.0,4.32,"Radwa Ashour, رضوى عاشور",https://images.gr-assets.com/books/1314481218m/8239301.jpg,https://images.gr-assets.com/books/1314481218l/8239301.jpg
334818,5931.0,Miss Rumphius,https://images.gr-assets.com/books/1281468926s/334818.jpg,1981.0,4.45,Barbara Cooney,https://images.gr-assets.com/books/1281468926m/334818.jpg,https://images.gr-assets.com/books/1281468926l/334818.jpg
762563,5932.0,Ball Four,https://images.gr-assets.com/books/1391414699s/762563.jpg,1970.0,3.99,Jim Bouton,https://images.gr-assets.com/books/1391414699m/762563.jpg,https://images.gr-assets.com/books/1391414699l/762563.jpg
21329,5933.0,"Fables, Vol. 3: Storybook Love",https://images.gr-assets.com/books/1363682851s/21329.jpg,2004.0,4.15,"Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean",https://images.gr-assets.com/books/1363682851m/21329.jpg,https://images.gr-assets.com/books/1363682851l/21329.jpg
56899,5934.0,Aura,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1962.0,3.8,Carlos Fuentes,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
31312,5935.0,The Dance Of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1985.0,4.02,Harriet Lerner,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
900892,5936.0,A Random Walk Down Wall Street,https://images.gr-assets.com/books/1442952924s/900892.jpg,1973.0,4.05,Burton G. Malkiel,https://images.gr-assets.com/books/1442952924m/900892.jpg,https://images.gr-assets.com/books/1442952924l/900892.jpg
7129588,5937.0,Forget You,https://images.gr-assets.com/books/1311064362s/7129588.jpg,2010.0,3.79,Jennifer Echols,https://images.gr-assets.com/books/1311064362m/7129588.jpg,https://images.gr-assets.com/books/1311064362l/7129588.jpg
16152943,5938.0,"Wanted (Wanted, #1)",https://images.gr-assets.com/books/1354255331s/16152943.jpg,2012.0,3.98,Kelly Elliott,https://images.gr-assets.com/books/1354255331m/16152943.jpg,https://images.gr-assets.com/books/1354255331l/16152943.jpg
21796,5939.0,Marathon Man,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1974.0,4.11,William Goldman,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3870943,5940.0,The Apothecary's Daughter,https://images.gr-assets.com/books/1325356997s/3870943.jpg,2008.0,3.79,Julie Klassen,https://images.gr-assets.com/books/1325356997m/3870943.jpg,https://images.gr-assets.com/books/1325356997l/3870943.jpg
16047244,5941.0,"Rock the Heart (Black Falcon, #1)",https://images.gr-assets.com/books/1403549370s/16047244.jpg,2012.0,4.01,Michelle A. Valentine,https://images.gr-assets.com/books/1403549370m/16047244.jpg,https://images.gr-assets.com/books/1403549370l/16047244.jpg
76659,5942.0,"Bearing an Hourglass (Incarnations of Immortality, #2)",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1984.0,3.94,Piers Anthony,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
65217,5943.0,The Five Chinese Brothers,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1938.0,4.18,"Claire Huchet Bishop, Kurt Wiese",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9712492,5944.0,"Providence (Providence, #1)",https://images.gr-assets.com/books/1358276101s/9712492.jpg,2010.0,4.0,Jamie McGuire,https://images.gr-assets.com/books/1358276101m/9712492.jpg,https://images.gr-assets.com/books/1358276101l/9712492.jpg
15447,5945.0,"The Source of Magic (Xanth, #2)",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1979.0,3.86,Piers Anthony,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
94804,5946.0,"Days with Frog and Toad (Frog and Toad, #4)",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1979.0,4.24,Arnold Lobel,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
40470,5947.0,"Cities of the Plain (The Border Trilogy, #3)",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1996.0,4.07,Cormac McCarthy,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9305362,5948.0,"Captive Prince (Captive Prince, #1)",https://images.gr-assets.com/books/1356028113s/9305362.jpg,2015.0,3.98,C.S. Pacat,https://images.gr-assets.com/books/1356028113m/9305362.jpg,https://images.gr-assets.com/books/1356028113l/9305362.jpg
40159,5949.0,"The King of Attolia (The Queen's Thief, #3)",https://images.gr-assets.com/books/1293505327s/40159.jpg,2006.0,4.37,Megan Whalen Turner,https://images.gr-assets.com/books/1293505327m/40159.jpg,https://images.gr-assets.com/books/1293505327l/40159.jpg
953260,5950.0,"Disney after Dark (Kingdom Keepers, #1)",https://images.gr-assets.com/books/1275199267s/953260.jpg,2004.0,3.91,"Ridley Pearson, David Frankland",https://images.gr-assets.com/books/1275199267m/953260.jpg,https://images.gr-assets.com/books/1275199267l/953260.jpg
5548,5951.0,What Do You Care What Other People Think?,https://images.gr-assets.com/books/1297913068s/5548.jpg,1988.0,4.28,Richard Feynman,https://images.gr-assets.com/books/1297913068m/5548.jpg,https://images.gr-assets.com/books/1297913068l/5548.jpg
7146335,5952.0,Skippy Dies,https://images.gr-assets.com/books/1301970939s/7146335.jpg,2010.0,3.72,Paul Murray,https://images.gr-assets.com/books/1301970939m/7146335.jpg,https://images.gr-assets.com/books/1301970939l/7146335.jpg
77735,5953.0,"The Honor of the Queen (Honor Harrington, #2)",https://images.gr-assets.com/books/1304286399s/77735.jpg,1993.0,4.21,David Weber,https://images.gr-assets.com/books/1304286399m/77735.jpg,https://images.gr-assets.com/books/1304286399l/77735.jpg
805023,5954.0,"My Sweet Audrina (Audrina, #1)",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1982.0,3.92,V.C. Andrews,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
25843453,5955.0,"The Atlantis World (The Origin Mystery, #3)",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2014.0,3.93,A.G. Riddle,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8635145,5956.0,"Embrace (The Violet Eden Chapters, #1)",https://images.gr-assets.com/books/1284130161s/8635145.jpg,2010.0,4.01,Jessica Shirvington,https://images.gr-assets.com/books/1284130161m/8635145.jpg,https://images.gr-assets.com/books/1284130161l/8635145.jpg
192892,5957.0,"Unnatural Death (Lord Peter Wimsey, #3)",https://images.gr-assets.com/books/1316244142s/192892.jpg,1927.0,4.11,Dorothy L. Sayers,https://images.gr-assets.com/books/1316244142m/192892.jpg,https://images.gr-assets.com/books/1316244142l/192892.jpg
92250,5958.0,"Angels in America, Part One: Millennium Approaches",https://images.gr-assets.com/books/1354209439s/92250.jpg,1992.0,4.27,Tony Kushner,https://images.gr-assets.com/books/1354209439m/92250.jpg,https://images.gr-assets.com/books/1354209439l/92250.jpg
1617875,5959.0,My Best Friend's Girl,https://images.gr-assets.com/books/1363730538s/1617875.jpg,2006.0,4.02,Dorothy Koomson,https://images.gr-assets.com/books/1363730538m/1617875.jpg,https://images.gr-assets.com/books/1363730538l/1617875.jpg
330721,5960.0,"Dreaming of You (The Gamblers, #2)",https://images.gr-assets.com/books/1443223862s/330721.jpg,1994.0,4.22,Lisa Kleypas,https://images.gr-assets.com/books/1443223862m/330721.jpg,https://images.gr-assets.com/books/1443223862l/330721.jpg
8725,5961.0,Comfort Me with Apples: More Adventures at the Table,https://images.gr-assets.com/books/1339885200s/8725.jpg,2001.0,4.02,Ruth Reichl,https://images.gr-assets.com/books/1339885200m/8725.jpg,https://images.gr-assets.com/books/1339885200l/8725.jpg
138134,5962.0,The Complete Poems,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1820.0,4.24,John Keats,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
129621,5963.0,"Almost Heaven (Sequels, #3)",https://images.gr-assets.com/books/1351327172s/129621.jpg,1989.0,4.33,Judith McNaught,https://images.gr-assets.com/books/1351327172m/129621.jpg,https://images.gr-assets.com/books/1351327172l/129621.jpg
823411,5964.0,Three Day Road,https://images.gr-assets.com/books/1327905456s/823411.jpg,2005.0,4.31,Joseph Boyden,https://images.gr-assets.com/books/1327905456m/823411.jpg,https://images.gr-assets.com/books/1327905456l/823411.jpg
30005,5965.0,Red Harvest,https://images.gr-assets.com/books/1320423692s/30005.jpg,1929.0,4.0,Dashiell Hammett,https://images.gr-assets.com/books/1320423692m/30005.jpg,https://images.gr-assets.com/books/1320423692l/30005.jpg
17860217,5966.0,"Trust in Me (Wait for You, #1.5)",https://images.gr-assets.com/books/1493755741s/17860217.jpg,2013.0,4.27,"J. Lynn, Jennifer L. Armentrout",https://images.gr-assets.com/books/1493755741m/17860217.jpg,https://images.gr-assets.com/books/1493755741l/17860217.jpg
204041,5967.0,"Naruto, Vol. 11: Impassioned Efforts (Naruto, #11)",https://images.gr-assets.com/books/1435525208s/204041.jpg,2002.0,4.5,"Masashi Kishimoto, Frances Wall",https://images.gr-assets.com/books/1435525208m/204041.jpg,https://images.gr-assets.com/books/1435525208l/204041.jpg
9509289,5968.0,One Summer,https://images.gr-assets.com/books/1344267627s/9509289.jpg,2011.0,3.72,David Baldacci,https://images.gr-assets.com/books/1344267627m/9509289.jpg,https://images.gr-assets.com/books/1344267627l/9509289.jpg
350684,5969.0,"Whitney, My Love (Westmoreland, #2)",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1985.0,4.19,Judith McNaught,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
785454,5970.0,Train to Pakistan,https://images.gr-assets.com/books/1342220976s/785454.jpg,1956.0,3.85,Khushwant Singh,https://images.gr-assets.com/books/1342220976m/785454.jpg,https://images.gr-assets.com/books/1342220976l/785454.jpg
8407173,5971.0,Jasper Jones,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2009.0,4.06,Craig Silvey,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1963638,5972.0,The Untethered Soul: The Journey Beyond Yourself,https://images.gr-assets.com/books/1354898395s/1963638.jpg,2007.0,4.27,Michael A. Singer,https://images.gr-assets.com/books/1354898395m/1963638.jpg,https://images.gr-assets.com/books/1354898395l/1963638.jpg
20893314,5973.0,A Brief History of Seven Killings,https://images.gr-assets.com/books/1399045083s/20893314.jpg,2014.0,3.86,Marlon James,https://images.gr-assets.com/books/1399045083m/20893314.jpg,https://images.gr-assets.com/books/1399045083l/20893314.jpg
6373717,5974.0,Hold Still,https://images.gr-assets.com/books/1394240099s/6373717.jpg,2009.0,3.99,Nina LaCour,https://images.gr-assets.com/books/1394240099m/6373717.jpg,https://images.gr-assets.com/books/1394240099l/6373717.jpg
107772,5975.0,The Prize,https://images.gr-assets.com/books/1304789713s/107772.jpg,1991.0,4.22,Julie Garwood,https://images.gr-assets.com/books/1304789713m/107772.jpg,https://images.gr-assets.com/books/1304789713l/107772.jpg
13525938,5976.0,The Middlesteins,https://images.gr-assets.com/books/1339727222s/13525938.jpg,2012.0,3.42,Jami Attenberg,https://images.gr-assets.com/books/1339727222m/13525938.jpg,https://images.gr-assets.com/books/1339727222l/13525938.jpg
18736925,5977.0,Capital in the Twenty-First Century,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2013.0,4.01,"Thomas Piketty, Arthur Goldhammer",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
202146,5978.0,Flyboys: A True Story of Courage,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2003.0,4.15,James D. Bradley,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
782854,5979.0,Eloise ,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1955.0,4.2,"Kay Thompson, Hilary Knight",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
13555073,5980.0,"The Screaming Staircase (Lockwood & Co., #1)",https://images.gr-assets.com/books/1369670906s/13555073.jpg,2013.0,4.19,Jonathan Stroud,https://images.gr-assets.com/books/1369670906m/13555073.jpg,https://images.gr-assets.com/books/1369670906l/13555073.jpg
18594633,5981.0,Summer House with Swimming Pool,https://images.gr-assets.com/books/1384734826s/18594633.jpg,2011.0,3.39,Herman Koch,https://images.gr-assets.com/books/1384734826m/18594633.jpg,https://images.gr-assets.com/books/1384734826l/18594633.jpg
110090,5982.0,True History of the Kelly Gang,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2000.0,3.8,Peter Carey,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
702539,5983.0,"Get Shorty (Chili Palmer, #1)",https://images.gr-assets.com/books/1330673682s/702539.jpg,1990.0,3.95,Elmore Leonard,https://images.gr-assets.com/books/1330673682m/702539.jpg,https://images.gr-assets.com/books/1330673682l/702539.jpg
17302495,5984.0,"One Tiny Lie (Ten Tiny Breaths, #2)",https://images.gr-assets.com/books/1380903726s/17302495.jpg,2013.0,4.3,K.A. Tucker,https://images.gr-assets.com/books/1380903726m/17302495.jpg,https://images.gr-assets.com/books/1380903726l/17302495.jpg
113441,5985.0,The Day of the Locust,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1939.0,3.78,"Nathanael West, Alfred Kazin",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
98685,5986.0,Genius: The Life and Science of Richard Feynman,https://images.gr-assets.com/books/1320409497s/98685.jpg,1992.0,4.16,James Gleick,https://images.gr-assets.com/books/1320409497m/98685.jpg,https://images.gr-assets.com/books/1320409497l/98685.jpg
4618728,5987.0,Honolulu,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2009.0,4.02,Alan Brennert,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
172764,5988.0,Full Moon Rising (Riley Jenson Guardian #1),https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006.0,3.89,Keri Arthur,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
107821,5989.0,Bridge of Sighs,https://images.gr-assets.com/books/1320397300s/107821.jpg,2007.0,3.79,Richard Russo,https://images.gr-assets.com/books/1320397300m/107821.jpg,https://images.gr-assets.com/books/1320397300l/107821.jpg
116054,5990.0,Winter Solstice,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2000.0,4.15,Rosamunde Pilcher,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
13580951,5991.0,"United We Spy (Gallagher Girls, #6)",https://images.gr-assets.com/books/1368559827s/13580951.jpg,2013.0,4.44,Ally Carter,https://images.gr-assets.com/books/1368559827m/13580951.jpg,https://images.gr-assets.com/books/1368559827l/13580951.jpg
6571723,5992.0,"The Morganville Vampires, Volume 1 (The Morganville Vampires, #1-2)",https://images.gr-assets.com/books/1478780633s/6571723.jpg,2009.0,4.36,Rachel Caine,https://images.gr-assets.com/books/1478780633m/6571723.jpg,https://images.gr-assets.com/books/1478780633l/6571723.jpg
107664,5993.0,"Raven's Gate (The Gatekeepers, #1)",https://images.gr-assets.com/books/1328842690s/107664.jpg,2005.0,3.9,Anthony Horowitz,https://images.gr-assets.com/books/1328842690m/107664.jpg,https://images.gr-assets.com/books/1328842690l/107664.jpg
